Phonemic,Katakana,PartOfSpeech
[ʔa⸢ʣabaŋ juː⸣ʣoː ⸢naː⸣nu],アザバンユーゾーナーヌ,連
[ʔa⸢sabi],アサビ,名
[ʔa⸢sabikasa⸣bi],アサビカサビ,名
[ʔa⸢saçikama⸣buku],アサヒカマブク,名
[ʔa⸢sa⸣pi̥ki],アサピキ,名
[ʔsa⸢bigutu],アサビグトゥ,名
[ʔa⸢sabiʃigutu],アサビシグトゥ,名
[ʔa⸢sabissaːku],アサビッサーク,名
[ʔa⸢sabiffa],アサビッふァ,名
[ʔa⸢sabiduʃi],アサビドゥシ,名
[ʔa⸢sabinarai],アサビナライ,名
[ʔa⸢sabipada],アサビパダ,名
[ʔa⸢sabibana],アサビバナ,名
[ʔa⸢sabiburi],アサビブリ,名
[ʔa⸢sabimaːri],アサビマーリ,名
[ʔa⸢sa⸣biri],アサビリ,名
[ʔa⸢sabuŋ],アサブン,自動
[ʔa⸢sabuŋ],アサブン,自動
[ʔa⸢sabeː],アサベー,名
[ʔa⸢sabeː⸣kasabeː],アサベーカサベー,副
[ʔa⸢sa⸣boŋ],アサボン,名
[ʔa⸢sa⸣bondʒibuŋ],アサボンジブン,名
[ʔa⸢samai⸣ri],アサマイリ,名
[ʔa⸢samaʃiː],アサマシー,連体
[ʔa⸢samas⸣saŋ],アサマッサン,形
[ʔa⸢samajuː⸣ma],アサマユーマ,名
[ʔa⸢ʣa⸣miʧi],アザミチ,名
[ʔa⸢ʣamu⸣kuŋ],アザムクン,他動
[ʔa⸢sa⸣munu],アサムヌ,名
[ʔa⸢sa⸣jaki],アサヤキ,名
[ʔa⸢sa⸣juː],アサユー,名
[ʔa⸢ʣaraiʃi],アザライシ,名
[⸣ʔasaragoː],アサラゴー,名
[⸣ʔasaragoː],アサラゴー,名
[ʔa⸢ʣarasuŋ],アザラスン,他動
[ʔa⸢ʣaramiʧi],アザラミチ,名
[ʔa⸢ʣaraŋ⸣ nakaːra],アザランナカーラ,連
[ʔa⸢ʣariruŋ],アザリルン,自動
[ʔa⸢ʣariŋ],アザリン,自動
[⸣ʔasarugoː],アサルゴー,名
[ʔa⸢sa⸣ruŋ],アサルン,他動
[ʔa⸢ʣaruŋ],アザルン,自動
[ʔa⸢saŋ⸣guru],アサングル,名
[ʔa⸢saŋ⸣gurukiː],アサングルキー,名
[ʔa⸢ʣan⸣tantiŋ],アザンタンティン,連
[⸣ʔasaɲjusaŋ],アサンユサン,名
[⸣ʔaʃi],アシ,名
[⸣ʔaʃi],アシ,名
[ʔaʃi],アシ,名
[ʔaʃi],アシ,名
[ʔaʃi],アシ,名
[ʔaʃi],アシ,名
[⸣ʔaʤi],アジ,名
[ʔa⸢ʤi],アジ,名
[ʔa⸢ʤi],アジ,名
[⸣ʔaʃiː],アシー,感
[⸢ʔasi̥kai],アシゥカイ,名
[⸢ʔasi̥kaiguri⸣saŋ],アシゥカイグリサン,形
[⸢ʔasi̥kaijas⸣saŋ],アシゥカイヤッサン,形
[⸢ʔasï̥kauŋ],アシゥカウン,他動
[⸢ʔasï̥kauŋ],アシゥカウン,他動
[⸢ʔasï̥kari⸣munu],アシゥカリムヌ,名
[⸢ʔasï̥⸣karuŋ],アシゥカルン,他動
[ʔa⸢ʃi⸣utu],アシウトゥ,名
[⸣ʔaʃeː],アシェー,感
[⸣ʔaʃeːçaː],アシェーヒャー,感
[ʔa⸢ʤeː⸣ŋ],アジェーン,他動
[⸣ʔaʃikakaː],アシカカー,名
[ʔa⸢ʃi⸣kaʣa],アシカザ,名
[ʔaʤiganaʃi],アジガナシ,名
[ʔa⸢ʃikaraː⸣ŋ],アシカラーン,形
[ʔa⸢ʤikiʃi⸣muni],アジキシムニ,名
[⸢ʔaʃi̥ki⸣ruŋ],アシキルン,他動
[ʔa⸢ʃi⸣ku̥ʃi],アシクシ,名
[ʔa⸢ʃikubaː⸣ŋ],アシクバーン,形
[ʔa⸢ʤisi̥kasuŋ],アジシゥカスン,他動
[ʔa⸢ʤi⸣ʃi̥ki],アジシキ,名
[ʔa⸢ʤiʃiki⸣munu],アジシキムヌ,名
[ʔa⸢ʤi⸣ ʃi̥⸢ki⸣ruŋ],アジシキルン,連
[⸣ʔaʃiʤibuŋ],アシジブン,名
[⸣ʔaʃi su̥⸢ku],アシスクン,連
[ʔa⸢ʤisu̥kuŋ],アジスクン,連
[ʔa⸢ʤisu̥kuŋ],アジスクン,連
[ʔa⸢ʤi suŋ],アジスン,連
[ʔa⸢ʃi⸣dai],アシダイ,名
[ʔa⸢ʃi⸣dajaː],アシダヤー,名
[ʔa⸢ʃi⸣dajaː],アシダヤー,名
[ʔaʃi̥⸢taintiŋ],アシタンティン,接
[ʔa⸢ʃi⸣ʦa],アシツァ,名
[ʔa⸢ʤikkaː⸣ruŋ],アジッカールン,自動
[ʔa⸢ʃissaː⸣ŋ],アシッサーン,形
[ʔa⸢ʃissu⸣ru],アシッスル,名
[ʔaʃi̥⸢ti],アシティ,接
[⸢ʔaʃi⸣tu],アシトゥ,名
[ʔa⸢ʤituːsuŋ],アジトゥースン,他動
[⸢ʔaʃitu⸣nu ⸣juː],アシトゥヌユー,連
[ʔa⸢ʃi⸣dumi],アシドゥミ,名
[ʔa⸢ʃi⸣nu pa⸢damaː⸣ruŋ],アシヌパダマールン,文
[ʔa⸢ʃi⸣ba],アシバ,連
[ʔa⸢ʤipaʤimiruŋ],アジパジミルン,他動
[ʔa⸢ʃipajaː⸣ŋ],アシパヤーン,形
[ʔa⸢ʃipaja⸣mi],アシパヤミ,副
[ʔa⸢ʃipari⸣munu],アシパリムヌ,名
[⸣ʔaʃi paruŋ],アシパルン,連
[ʔa⸢ʃi⸣bu],アシブ,名
[ʔa⸢ʤi⸣ ɸu̥⸢kuma⸣suŋ],アジフクマスン,連
[ʔa⸢ʤi⸣ ɸu̥⸢ku⸣muŋ],アジフクムン,連
[ʔa⸢ʃiɸu̥koː⸣ŋ],アシフコーン,形
[ʔa⸢ʃi⸣ɸuŋ],アシフン,名
[ʔa⸢ʃiɸumpisa⸣ɸuŋ],アシフンピサフン,名
[ʔa⸢ʤi⸣maː],アジマー,名
[ʔa⸢ʤi⸣maː],アジマー,名
[ʔa⸢ʤimaː⸣ŋ],アジマーン,形
[ʔa⸢ʤima⸣ki],アジマキ,名
[ʔa⸢ʤimiː],アジミー,名
[ʔa⸢ʃi⸣miʤi],アシミジ,名
[ʔa⸢ʃimu⸣tu],アシムトゥ,名
[ʔa⸢ʃijuː⸣ʧimunu],アシユーチムヌ,名
[ʔa⸢ʤi⸣ruŋ],アジルン,他動
[ʔa⸢ʤiŋ⸣kaʃin ⸢naː⸣nu],アジンカシンナーヌ,連
[ʔa⸢ʤiŋguri⸣saŋ],アジングリサン,形
[ʔa⸢ʃi⸠miː],アシ⸠ミー,連
[ʔa⸢su⸣kaː],アスカー,接
[ʔa⸢su⸣kaː],アスカー,接
[ʔa⸢ʣu⸣kaː],アズカー,副
[ʔa⸢ʣu⸣ ku̥tu],アズクトゥ,連
[⸢ʔasu̥⸣kuŋ],アスクン,他動
[ʔasu̥⸢koːʔasu̥koː⸣ʃi],アスコーアスコーシ,副
[ʔa⸢ʣu⸣ʃiʤindu ja⸢ru⸣kaː],アズシジンドゥヤルカー,連
[ʔa⸢ʣutuː⸣ru],アズトゥール,連
[⸣ʔaʣuni],アズニ,連
[ʔa⸢sunu],アスヌ,接続
[ʔa⸢ʣu⸣muti],アズムティ,連
[ʔa⸢suŋ],アスン,自動
[ʔa⸢ʣuŋ],アズン,他動
[ʔa⸢suŋ⸣keŋ],アスンケン,接
[ʔa⸢sundu],アスンドゥ,接
[ʔa⸢ʣoː⸣ruŋ],アゾールン,他動
[ʔa⸢ta-],アタ,接頭
[ʔa⸢ta],アタ,接頭
[ʔa⸢da],アダ,名
[ʔa⸢daːʃikadaːʃi],アダーシカダーシ,名
[ʔa⸢daːsuŋ],アダースン,他動
[ʔa⸢taːʧima],アターチマ,副
[ʔa⸢taʔami],アタアミ,名
[ʔa⸢taʔudaraki],アタウダラキ,名
[ʔa⸢dauʧi],アダウチ,名
[ʔa⸢taujaki],アタウヤキ,名
[ʔa⸢da⸣ka],アダカ,名
[ʔa⸢takaʤi],アタカジ,名
[ʔa⸢takiʃi],アタキシ,名
[ʔa⸢taʃini],アタシニ,名
[ʔa⸢taʤimbuŋ],アタジンブン,名
[ʔa⸢tasu̥kuri],アタスクリ,名
[ʔa⸢tatakuma],アタタクマ,名
[ʔa⸢tanaki],アタナキ,名
[ʔa⸢dana⸣ʃi],アダナシ,名
[ʔa⸢dana⸣ʃiʤina],アダナシジナ,名
[ʔa⸢dana⸣ʃijuːru],アダナシユール,名
[ʔa⸢da⸣ni],アダニ,名
[ʔa⸢taniʧi],アタニチ,名
[ʔa⸢tabaʃi̥ki],アタバシキ,名
[ʔa⸢tabarai],アタバライ,名
[ʔa⸢tapari],アタパリ,名
[ʔa⸢taɸui],アタフイ,名
[ʔa⸢tajaŋ],アタヤン,名
[ʔada⸢raː],アダラー,感
[ʔa⸢tara⸣sa ⸢suŋ],アタラサスン,連
[ʔa⸢tara⸣sa ⸢suŋ],アタラサスン,連
[ʔa⸢tarasamari],アタラサマリ,名
[ʔa⸢tara⸣sawareː],アタラサワレー,連
[ʔa⸢tara⸣saŋ],アタラサン,形
[ʔa⸢tara⸣saŋ],アタラサン,形
[ʔa⸢taraʃeː⸣ma],アタラシェーマ,名
[ʔa⸢tara⸣mai],アタラマイ,名
[ʔa⸢tari],アタリ,名
[ʔada⸢riː],アダリー,感
[ʔa⸢tarikuʤi],アタリクジ,名
[ʔa⸢tariduʃi],アタリドゥシ,名
[ʔa⸢tari⸣mai],アタリマイ,名
[ʔa⸢tarjoː⸣jaː],アタリョーヤー,名
[ʔa⸢taru],アタル,名
[ʔa⸢ta⸣ru],アタル,副助
[ʔa⸢ta⸣ru],アタル,副助
[ʔa⸢ta⸣ru],アタル,副助
[ʔa⸢ta⸣ru],アタル,副助
[ʔa⸢ta⸣ru],アタル,副助
[ʔa⸢taru],アタル,接尾
[ʔa⸢taru],アタル,接尾
[ʔa⸢tarumakaʃi],アタルマカシ,副
[ʔa⸢taruŋ],アタルン,自動
[ʔa⸢taruŋ],アタルン,自動
[ʔa⸢taruŋ],アタルン,自動
[ʔa⸢taruŋ],アタルン,自動
[ʔa⸢taruŋ],アタルン,自動
[ʔa⸢taruŋ],アタルン,自動
[ʔa⸢dam⸣paː],アダンパー,名
[ʔa⸢dam⸣paːsaba],アダンパーサバ,名
[ʔa⸢dam⸣paːmusu],アダンパームス,名
[ʔa⸢dam⸣bura],アダンブラ,名
[ʔa⸢dambura⸣nu ⸣naru],アダンブラヌナル,連
[ʔa⸢dambura⸣nu ⸣ɸu̥ki],アダンブラヌフキ,連
[ʔa⸢dam⸣burajama],アダンブラヤマ,名
[ʔa⸢ʧiːʔaʧiː⸣ʃi],アチーアチーシ,副
[ʔa⸢ʧiːʔaʧiː⸣ʃi],アチーアチーシ,副
[ʔaʧiː⸢ʔaʧiː⸣ʃi],アチーアチーシ,副
[ʔa⸢ʧi⸣ʔiː],アチイー,名
[ʔa⸢ʧi⸣uŋ],アチウン,名
[⸣ʔaʧeːŋ],アチェーン,連
[ʔa⸢ʧikabi],アチカビ,名
[ʔa⸢ʧi⸣ki],アチキ,名
[ʔa⸢ʧi⸣saː],アチサー,名
[ʔa⸢ʧiʧi],アチチ,感
[ʔa⸢ʧissaː⸣ruŋ],アチッサールン,自動
[ʔa⸢ʧi⸣ssu],アチッス,名
[ʔa⸢ʧi⸣bai],アチバイ,名
[ʔa⸢ʧi⸣biː],アチビー,名
[ʔa⸢ʧi⸣biːkai],アチビーカイ,名
[ʔa⸢ʧibirai],アチビライ,名
[ʔa⸢ʧibuttaː],アチブッター,名
[ʔa⸢ʧimi],アチミ,名
[ʔa⸢ʧi⸣munu],アチムヌ,名
[⸣ʔaʧaː],アチャー,名
[ʔa⸢ʧi⸣juː],アチユー,名
[ʔa⸢ʧi⸣rai],アチライ,名
[ʔa⸢ʧirai⸣ruŋ],アチライルン,他動
[ʔa⸢ʧi⸣rauŋ],アチラウン,他動
[ʔa⸢ʧira⸣suŋ],アチラスン,他動
[ʔa⸢ʧi⸣ruŋ],アチルン,自動
[ʔaʔ],アッ,感
[⸣ʔaʦa],アツァ,名
[⸣ʔaʦaː],アツァー,名
[ʔa⸢ʦaː⸣ŋ],アツァーン,形
[ʔaʦa⸢ʔaʃi̥⸣tu],アツァアシトゥ,名
[ʔa⸢ʦakikut⸣ʦaːŋ],アツァキクッツァーン,形
[⸣ʔaʦa ʃi̥⸢tumu⸣ti],アツァシトゥムティ,連
[ʔa⸢ʦa⸣suŋ],アツァスン,他動
[ʔa⸢ʦa⸣suŋ],アツァスン,他動
[ʔa⸢ʦa⸣nu ⸣juː],アツァヌユー,連
[ʔa⸢ʦa⸣maruŋ],アツァマルン,自動
[ʔa⸢ʦa⸣mikaʦami],アツァミカツァミ,副
[ʔa⸢ʦami⸣ruŋ],アツァミルン,他動
[⸣ʔaʦamuisaŋ],アツァムイサン,形
[ʔa⸢ʦa⸣muŋ],アツァムン,他動
[⸣ʔaʦajuneŋ],アツァユネン,名
[⸣ʔaʦaŋ],アツァン,形
[ʔa⸢ʦa⸣ŋ],アツァン,形
[ʔa⸢ʦa⸣ŋ],アツァン,形
[⸣ʔaʦaŋ ⸣gisaŋ],アツァンギサン,連
[⸣ʔakku],アック,名
[⸢ʔakkuː],アックー,名
[⸢ʔakkuːmukkuː],アックームックー,名
[⸣ʔakkuːmukkuː],アックームックー,名
[⸢ʔat⸣ta ⸢taː⸣na],アッタターナ,連
[⸢ʔat⸣tani],アッタニ,副
[⸢ʔat⸣tara],アッタラ,副
[ʔattara⸢ʃeː⸣ma],アッタラシェーマ,名
[⸢ʔat⸣tarumunu],アッタルムヌ,名
[⸣ʔappa],アッパ,名
[⸢ʔappaŋ⸣ganaː],アッパンガナー,名
[⸢ʔappjaː],アッピャー,感
[⸢ʔappuʔap⸣pu],アップアップ,副
[⸣ʔaʦuŋ],アツン,自動
[ʔa⸢teː⸣ ʔaŋ],アテーアン,連
[ʔa⸢teː naː⸣nu],アテーナーヌ,連
[ʔa⸢teːnaː⸣ŋ],アテーナーン,連・副
[ʔa⸢ti],アティ,名
[ʔa⸢ti],アティ,名
[ʔa⸢ti],アティ,名
[ʔa⸢ti],アティ,名
[ʔa⸢ti],アティ,名
[ʔa⸢tikaːruŋ],アティカールン,自動
[ʔa⸢tigaki],アティガキ,名
[ʔa⸢tisaki],アティサキ,名
[ʔa⸢ti⸣soː],アティソー,名
[ʔa⸢ti⸣soː],アティソー,名
[ʔa⸢tiʧigai],アティチガイ,名
[ʔa⸢tikkunaː],アティックナー,名
[ʔa⸢tinaːm⸣munu],アティナーンムヌ,名
[ʔa⸢tinaʃi],アティナシ,名
[ʔa⸢ti⸣ naruŋ],アティナルン,連
[ʔa⸢tipaʤiri],アティパジリ,名
[ʔa⸢tihamaraŋ],アティハマルン,自動
[ʔa⸢tihamiruŋ],アティハミルン,他動
[ʔa⸢tibuʧini],アティブチニ,副
[ʔa⸢tiruŋ],アティルン,他動
[ʔa⸢diŋ⸣gaː],アディンガー,名
[ʔa⸢tiŋgaːriŋ],アティンガーリン,自動
[ʔa⸢tiŋgai⸣ ka⸢tiŋ⸣gai ʃi⸢raranu],アティンガイカティンガイシララヌ,連
[ʔa⸢tiŋgauŋ],アティンガウン,他動
[ʔa⸢tiŋguin naː⸣nu],アティングインナーヌ,連
[ʔa⸢tiŋ⸣kutin ⸢naː⸣nu],アティンクティンナーヌ,連
[ʔa⸢tin⸣soːn ⸢naː⸣nu],アティンソーンナーヌ,連
[⸣ʔatemmateː],アテンマテー,名
[⸣ʔatoː],アトー,連
[⸣ʔadoː],アドー,副
[⸣ʔadoː],アドー,副
[⸣ʔatoːkiː],アトーキー,連
[⸣ʔadoːnari],アドーナリ,副
[ʔa⸢doː⸣nu],アドーヌ,連体
[⸣ʔatoːra],アトーラ,連
[⸣ʔatu],アトゥ,名
[⸣ʔatu],アトゥ,名
[⸣ʔatu],アトゥ,接頭
[⸣ʔatu],アトゥ,名
[⸣ʔadu],アドゥ,名
[⸣ʔadu],アドゥ,連体
[ʔatuʔatu],アトゥアトゥ,名
[⸣ʔatuʔui],アトゥウイ,名
[⸣ʔatuʔuʃi],アトゥウシ,名
[⸣ʔatuʔuʃi],アトゥウシ,名
[⸣ʔatukḁta],アトゥカタ,名
[⸣ʔatukataʤiki],アトゥカタジキ,名
[⸣ʔatusaki],アトゥサキ,名
[⸣ʔatuʣaŋ],アトゥザン,名
[⸣ʔatuʃi̥ki],アトゥシキ,名
[⸣ʔatuʃigi],アトゥシギ,名
[⸣ʔatu ʃi⸢guŋ],アトゥシグン,連
[⸣ʔatuʃimaʧi],アトゥシマチ,名
[⸣ʔatuʃiŋkaː],アトゥシンカー,名
[⸣ʔatusukurimunu],アトゥスクリムヌ,名
[⸣ʔatutu̥ʃi],アトゥトゥシ,名
[⸣ʔatutuʤi],アトゥトゥジ,名
[⸣ʔatudumi],アトゥドゥミ,名
[⸣ʔatuturi],アトゥトゥリ,名
[ʔa⸢du⸣naː],アドゥナー,副
[⸣ʔatunai],アトゥナイ,名
[ʔa⸢du⸣nai],アドゥナイ,副
[⸣ʔatunari sḁ⸢ki⸣nari],アトゥナリサキナリ,連・副
[⸣ʔatunari sḁ⸢ki⸣nari],アトゥナリサキナリ,連・副
[ʔa⸢tu⸣niː],アトゥニー,名
[⸣ʔatubata],アトゥバタ,名
[⸣ʔatubata],アトゥバタ,名
[⸣ʔatubarai],アトゥバライ,名
[⸣ʔatupaŋ],アトゥパン,名
[⸣ʔatupjuːru],アトゥピュール,名
[⸣ʔatuɸuː],アトゥフー,名
[⸣ʔatuɸuni],アトゥフニ,名
[⸣ʔatumaːʃi],アトゥマーシ,名
[⸣ʔatumai],アトゥマイ,名
[⸣ʔatumasari],アトゥマサリ,名
[⸣ʔatumari],アトゥマリ,名
[ʔatumuti],アトゥムティ,連
[⸣ʔatumuduru],アトゥムドゥル,名
[⸣ʔatujaɸu],アトゥヤフ,名
[ʔa⸢tuŋ],アトゥン,他動
[⸣ʔatun sḁ⸢kiŋ],アトゥンサキン,連
[⸣ʔana],アナ,名
[⸣ʔana],アナ,名
[ʔa⸢na⸣purijaː],アナプリヤー,名
[ʔa⸢na⸣pureː],アナプレー,名
[ʔa⸢nami⸣ruŋ],アナミルン,他動
[ʔa⸢na⸣muŋ],アナムン,他動
[ʔa⸢nanduruŋ],アナンドゥルン,他動
[ʔa⸢nu],アヌ,連体
[ʔa⸢nujuː],アヌユー,名
[⸣ʔanujoːnu ⸣munu],アヌヨーヌムヌ,連
[ʔaba],アバ,名
[⸣ʔahaː],アハー,感
[ʔa⸢baːʔabaː],アバーアバー,感
[ʔa⸢baːsuŋ],アバースン,他動
[ʔa⸢bai⸣kabai],アバイカバイ,副
[ʔa⸢ba⸣iʃi],アバイシ,名
[⸣ʔabaiʣu],アバイズ,名
[ʔa⸢bairuŋ],アバイルン,自動
[ʔa⸢bauŋ],アバウン,自動
[ʔa⸢ba⸣kaʃi],アバカシ,名
[ʔa⸢ba⸣kabi],アバカビ,名
[ʔa⸢ba⸣kami],アバカミ,名
[ʔa⸢ba⸣kiː],アバキー,名
[ʔa⸢bagoː⸣daː],アバゴーダー,名
[⸣ʔabagoːdaː],アバゴーダー,名
[ʔa⸢ba⸣sa],アバサ,名
[ʔa⸢ba⸣sa],アバサ,名
[ʔa⸢ba⸣saʃi],アバサシ,名
[ʔa⸢basak⸣kujaː],アバサックヤー,名
[ʔa⸢baʣuː⸣jaŋ],アバズーヤン,形
[ʔa⸢ba⸣subu],アバスブ,名
[ʔa⸢badari⸣munu],アバダリムヌ,名
[ʔabakkaːsuŋ],アバッカースン,他動
[ʔa⸢bakkairuŋ],アバッカイルン,自動
[ʔa⸢bakkauŋ],アバッカウン,自動
[ʔa⸢bat⸣tara],アバッタラ,名
[ʔa⸢bat⸣ʦaː],アバッツァー,名
[ʔa⸢battimunu],アバッティムヌ,名
[ʔa⸢ba⸣tiː],アバティー,名
[ʔa⸢batikaː⸣ti],アバティカーティ,副
[ʔa⸢batikaba⸣ti],アバティカバティ,副
[ʔa⸢batikaba⸣ti ⸢suŋ],アバティカバティスン,連
[ʔa⸢batiruŋ],アバティルン,自動
[ʔa⸢batuŋ],アバトゥン,自動
[ʔa⸢banakinibi],アバナキニビ,名
[ʔa⸢banakuŋ],アバナクン,自動
[ʔa⸢ba⸣nabi],アバナビ,名
[ʔa⸢ba⸣nu ⸣kaʃi],アバヌカシ,連
[ʔa⸢ba⸣nu ʃi⸢ʤi⸣guru],アバヌシジグル,連
[ʔa⸢hahaː],アハハー,感
[ʔa⸢babaː⸣],アババー,名
[ʔa⸢ba⸣pḁku],アバパク,名
[ʔa⸢bapika⸣ri],アバピカリ,名
[⸣ʔaba pi̥⸢kimaːruŋ],アバピキマールン,連
[ʔa⸢ba⸣ɸu̥ʧi],アバフチ,名
[ʔa⸢baɸu̥⸣ʦaː],アバフツァー,名
[⸣ʔabamaʧi],アバマチ,名
[ʔa⸢ba⸣muʃi],アバムシ,名
[ʔa⸢ba⸣munu],アバムヌ,名
[ʔa⸢bara⸣buni],アバラブニ,名
[ʔa⸢barimari],アバリマリ,名
[ʔa⸢barimunu],アバリムヌ,名
[ʔa⸢bariruŋ],アバリルン,自動
[ʔa⸢ba⸣reː pu⸢su],アバレープス,名
[ʔa⸢ba⸣reː mi⸢du⸣mu],アバレーミドゥム,連
[ʔa⸢ba⸣reːwa⸢reː],アバレーワレー,感
[ʔa⸢ba⸣reːŋ],アバレーン,形
[⸣ʔabjaː],アビャー,感
[⸣ʔaçaːʔoː],アヒャーオー,名
[⸣ʔaçaːnugi],アヒャーヌギ,名
[ʔa⸢pi⸣ra],アピラ,名
[ʔa⸢ɸu],アフ,名
[⸣ʔabu],アブ,名
[ʔa⸢bu],アブ,名
[ʔa⸢buʔabu suŋ],アブアブスン,連
[ʔa⸢ɸariruŋ],アファリルン,自動
[ʔa⸢ɸaruŋ],アファルン,自動
[ʔa⸢ɸukami],アフカミ,名
[ʔa⸢bu⸣ʃi],アブシ,名
[ʔa⸢bu⸣ʤi],アブジ,名
[ʔa⸢buʤeː⸣ma],アブジェーマ,名
[ʔa⸢buʃigasa⸣mi],アブシガサミ,名
[ʔa⸢buʃi⸣barai],アブシバライ,名
[ʔa⸢buʃimaf⸣fa],アブシマッふァ,名
[⸣ʔabutateː],アブタテー,名
[ʔa⸢bu⸣ʦa],アブツァ,連体
[ʔa⸢bunaːs⸣saŋ],アブナーッサン,形
[ʔa⸢buneːmu],アブネーム,名
[ʔa⸢buneːmu],アブネーム,感
[ʔa⸢bubata],アブバタ,名
[ʔa⸢buru],アブル,名
[⸣ʔabuŋ],アブン,他動
[⸣ʔabuŋ],アブン,他動
[⸣ʔaboː],アボー,名
[⸣ʔaboː],アボー,名
[ʔa⸢maː⸣kumaː],アマークマー,代
[ʔa⸢maː⸣ŋ],アマーン,形
[ʔa⸢maː⸣ŋ],アマーン,形
[ʔa⸢maʔaʤi],アマアジ,名
[ʔa⸢maʔaʤi],アマアジ,名
[ʔa⸢mai],アマイ,名
[ʔa⸢maiʃimiruŋ],アマイシミルン,他動
[ʔa⸢maipada],アマイパダ,名
[ʔa⸢maibiː],アマイビー,名
[ʔa⸢maijoː⸣ruŋ],アマイヨールン,自動
[ʔa⸢mairuŋ],アマイルン,自動
[ʔa⸢mairuŋ],アマイルン,自動
[ʔa⸢mauŋ],アマウン,自動
[ʔa⸢makaʣa],アマカザ,名
[ʔa⸢maga⸣sa],アマガサ,名
[⸣ʔamakiː],アマキー,名
[ʔa⸢ma⸣gu],アマグ,名
[⸣ʔamakuma],アマクマ,代
[ʔa⸢makumaʃiː],アマクマシー,名
[ʔa⸢ma⸣gumu],アマグム,名
[ʔa⸢ma⸣guru],アマグル,名
[ʔa⸢maʣaki],アマザキ,名
[ʔa⸢maʣara⸣ʃi],アマザラシ,名
[ʔa⸢maʃeː],アマシェー,名
[ʔa⸢maʃeːnu⸣ ʔa⸢ka⸣jammaːteː],アマシェーヌアカヤンマーテー,連
[ʔa⸢maʃeːnu⸣ taroːʣaːteː],アマシェーヌタローザーテー,連
[ʔa⸢maʃeːnu⸣ ɸu̥⸢ʧimaʧiru],アマシェーヌフチマチル,連
[ʔa⸢maʃeːnu⸣ jamaʣaːteː],アマシェーヌヤマザーテー,連
[ʔa⸢maʃi⸣munu],アマシムヌ,名
[ʔa⸢ma⸣ʃuː],アマシュー,名
[ʔa⸢masuː],アマスー,名
[ʔa⸢masuŋ],アマスン,他動
[ʔa⸢ma⸣suŋ],アマスン,他動
[ʔa⸢ma⸣suŋ],アマスン,他動
[ʔa⸢ma⸣da],アマダ,名
[ʔa⸢ma⸣dara],アマダラ,名
[ʔa⸢madara⸣suŋ],アマダラスン,他動
[ʔa⸢madara⸣miʤi],アマダラミジ,名
[ʔa⸢madarukaː⸣daru],アマダルカーダル,副
[ʔa⸢madarukaː⸣daru],アマダルカーダル,副
[ʔa⸢ma⸣daruŋ],アマダルン,自動
[ʔa⸢ma⸣daruŋ],アマダルン,自動
[ʔa⸢ma⸣ʧi],アマチ,名
[ʔa⸢ma⸣ʧi ʔu⸢ta⸣ʃi],アマチウタシ,連
[ʔa⸢mat⸣tabiːtta],アマッタビーッタ,副
[ʔa⸢matiŋ⸣ki],アマティンキ,名
[ʔa⸢madu],アマドゥ,名
[ʔa⸢madu⸣nu ⸣saŋ],アマドゥヌサン,連
[ʔa⸢manaʃi⸣ ku⸢ma⸣naʃi],アマナシクマナシ,連
[ʔa⸢manaraːʃi],アマナラーシ,名
[ʔa⸢manarai],アマナライ,名
[ʔa⸢ma⸣nu],アマヌ,副
[ʔa⸢maɸu̥ʧi],アマフチ,名
[ʔa⸢mamiː],アマミー,名
[ʔa⸢mamiː kuma⸣miː],アマミークマミー,副
[ʔa⸢mamiːsu],アマミース,名
[ʔa⸢mamiʤi],アマミジ,名
[ʔa⸢ma⸣miʤi],アマミジ,名
[ʔa⸢mamiʤikaː],アマミジカー,名
[ʔa⸢mamiŋ],アマミン,名
[ʔa⸢mamunu],アマムヌ,名
[ʔa⸢ma⸣mujoː],アマムヨー,名
[ʔa⸢ma⸣muri],アマムリ,名
[ʔa⸢majuː],アマユー,名
[ʔa⸢majoːŋ],アマヨーン,名
[ʔa⸢mara⸣suŋ],アマラスン,他動
[ʔa⸢ma⸣ri],アマリ,名
[ʔa⸢mari⸣kaʤi],アマリカジ,名
[ʔa⸢mari⸣pusu],アマリプス,名
[ʔa⸢mari⸣muni],アマリムニ,名
[ʔa⸢mari⸣munu],アマリムヌ,名
[ʔa⸢mari⸣munu],アマリムヌ,名
[ʔa⸢ma⸣ruŋ],アマルン,自動
[ʔa⸢maruŋ],アマルン,自動
[ʔa⸢maŋ⸣gasa],アマンガサ,名
[ʔa⸢maŋ⸣gui],アマングイ,名
[ʔa⸢maŋ⸣guiʔuta],アマングイウタ,名
[ʔa⸢mambeːruŋ],アマンベールン,自動
[⸣ʔami],アミ,名
[ʔa⸢mi],アミ,名
[ʔa⸢mioʃi⸣ki],アミオシキ,名
[ʔa⸢mi⸣gasa],アミガサ,名
[ʔa⸢mi⸣kaʤi],アミカジ,名
[ʔa⸢mikabi],アミカビ,副
[ʔa⸢mikabuŋ],アミカブン,自動
[ʔa⸢miguma⸣ri],アミグマリ,名
[ʔa⸢mi⸣guru],アミグル,名
[ʔa⸢mi⸣ʃiji],アミシジ,名
[ʔa⸢miʃiʤi⸣ki],アミシジキ,名
[ʔa⸢miʃita⸣ɸu],アミシタフ,名
[ʔa⸢midaputu⸣ki],アミダプトゥキ,名
