noisy_input,clean_katakana_target,phonemic_target
キナイムチザク,キナイムチザク,[ki⸢naimuʧi⸣ʣaku]
ミンドー,ミンドー,[⸢min⸣doː]
ソープス,ソープス,[⸢soːpusu]
キジ,キジ,[ki⸢ʤi]
ゴーサン,ゴーサン,[⸢goː⸣saŋ]
ティダヌヤフ,ティダヌヤフ,[ti⸢da⸣nujaɸu]
ノンナカ,ノーンナーカ,[noː⸢nnaː⸣ka]
キスン,キズン,[ki⸢ʣuŋ]
カンスミ,カンズミ,[⸢kan⸣ʣumi]
シーヌグン,シーヌグン,[⸢ʃiː⸣ nuguŋ]
トゥトゥヌイルン,トゥトゥヌイルン,[tu⸢tunui⸣ruŋ]
タトゥイルン,タトゥイルン,[tḁ⸢tui⸣ruŋ]
ブカシ,ブーカシ,[⸢buː⸣kaʃi]
ヌウヌヌミン,ヌーヌヌミン,[⸢nuːnunu⸣ miŋ]
ステイカライ,スディカライ,[su⸢di⸣karai]
イガバーキ,イガバーキ,[ʔi⸢gabaːki]
パナスン,パナースン,[pa⸢naː⸣suŋ]
ヤートゥナル,ヤートゥナル,[⸢jaːtuna⸣ru]
ミトゥイシ,ミートゥイシ,[⸢miːtu⸣ʔiʃi]
サフケマ,サフケーマ,[saɸu̥⸢keː⸣ma]
スンスン,スンスン,[⸣sun ⸢suŋ]
シラガアウスマイテエ,シラガーウスマイテー,[ʃi⸢ra⸣gaːʔusumaiteː]
ミーアクン,ミーアクン,[⸣miː ʔa⸢kuŋ]
イパイムティプス,イーパイムティプス,[⸢ʔiːpai⸣ mu⸢ti⸣pu̥su]
アギルン,アギルン,[ʔa⸢giruŋ]
プスサキ,プスサキ,[pu̥⸢susaki]
ッスッふァイムヌ,ッスッふァイムヌ,[s⸢suffai⸣munu]
ガンク,ガンク,[⸢gaŋku]
ニイバキ,ニーバキ,[⸢niː⸣baki]
マサナイ,マーサナイ,[⸢maːsanai]
スダテイヤツサン,スダティヤッサン,[su⸢datijas⸣saŋ]
サーザートゥ,サーザートゥ,[saːʣaː⸢tu]
ククルガキ,ククルガキ,[ku̥⸢kuruga⸣ki]
ナカサポオキ,ナカザポーキ,[na⸢ka⸣ʣapoːki]
ナカドミチ,ナカドーミチ,[na⸢kadoː⸣miʧi]
ウムイサスン,ウムイザスン,[ʔu⸢muiʣa⸣suŋ]
ヤッカラ,ヤッカラ,[⸢jakkara]
シイシ,シーシ,[⸢ʃiː⸣ʃi]
ガーブリルン,ガーブリルン,[⸣gaː bu⸢ri⸣ruŋ]
ウキザラ,ウキザーラ,[ʔu⸢kiʣaː⸣ra]
ナシキヨイ,ナーシキヨイ,[⸢naːʃi̥ki⸣joi]
アイニ,アイニ,[⸣ʔaini]
シニナガアン,シニナガーン,[ʃi⸢ninagaː⸣ŋ]
サングン,サングン,[⸢saŋguŋ]
パナブー,パナブー,[pa⸢nabuː]
ピダヤア,ピダヤー,[pi⸢da⸣jaː]
シマナ,シマナー,[ʃi⸢ma⸣naː]
ショージキムヌ,ショージキムヌ,[⸢ʃoːʤiki⸣munu]
ナスン,ナースン,[⸢naː⸣suŋ]
スベールン,スベールン,[su⸢beː⸣ruŋ]
ウシツクナア,ウシックナー,[ʔu⸢ʃikkunaː]
ッふァイダマアン,ッふァイダマーン,[f⸢faidamaː⸣ŋ]
ピダリウチマーシ,ピダリウチマーシ,[pi⸢dariʔuʧimaː⸣ʃi]
パンシマリン,パンシマリン,[⸣paŋ ʃi⸢ma⸣riŋ]
マイヌプー,マイヌプー,[⸢mainu⸣puː]
バン,バン,[⸣baŋ]
トウク,トゥク,[⸣tu̥ku]
ヌローン,ヌローン,[nu⸢roː⸣ŋ]
クンリイヨイ,クンリーヨイ,[⸣kunriːjoi]
クーリ,クーリ,[⸢kuːri]
シジル,シージル,[⸢ʃiːʤiru]
ドントン,ドントン,[⸣dontoŋ]
パラー,パラー,[⸣paraː]
フトウミカザ,フトゥミカザ,[ɸu̥⸢tumikaʣa]
アイイイイ,アイーイー,[ʔaiː⸢jiː]
パタラキバナ,パタラキバナ,[pḁ⸢tarakibana]
シーアウン,シーアウン,[⸣ʃiː ⸢ʔauŋ]
ナダシトゥルンケリ,ナダシトゥルンケーリ,[na⸢daʃi̥turuŋkeː⸣ri]
ヨーラ,ヨーラ,[⸢joː⸣ra]
ナン,ナン,[⸣nan]
トゥヒイス,トゥビイズ,[tu⸢biʔiʣu]
ユムン,ユムン,[⸣jumuŋ]
ウシットースン,ウシットースン,[ʔu⸢ittoːsuŋ]
シッふァイッふァ,シーッふァイッふァ,[⸢ʃiːffai⸣ffa]
ストゥドーゴッコー,ストゥドーゴッコー,[su̥⸢tudoː⸣gokkoː]
マイホオル,マイボール,[⸢maiboː⸣ru]
グシ,グシ,[⸣guʃi]
メエ,メー,[⸣-meː]
カンチョ,カンチョー,[⸢kan⸣ʧoː]
ンマンマシニフン,ンマーンマーシニブン,[ʔm⸢maːʔmmaː⸣ʃi ni⸢buŋ]
テイーヤアマ,ティーヤーマ,[tiː⸢jaː⸣ma]
トゥブフニ,トゥブフニ,[tu⸢buɸuni]
タタキバルン,タタキバルン,[tḁ⸢taki⸣baruŋ]
ミンナースクン,ミンナースクン,[⸢min⸣naː su̥⸢kuŋ]
シンシルン,シンジルン,[⸢ʃinʤi⸣ruŋ]
イミガマラサン,イミガマラサーン,[ʔi⸢migamara⸣saːŋ]
アイ,アーイ,[ʔaː⸢i]
ヌチモオシフチル,ヌチモーシフチル,[nu⸢ʧimoːʃiɸu̥ʧi⸣ru]
ピーフキダキ,ピーフキダキ,[⸢piːɸukida⸣ki]
トゥッキルン,トゥッキルン,[⸢tukki⸣ruŋ]
シラスクリ,シラスクリ,[ʃi⸢rasu̥ku⸣ri]
ナマンダニビ,ナマンダニビ,[na⸢mandanibi]
フカイハナ,フカイバナ,[ɸu̥⸢kai⸣bana]
ウサンクン,ウサンクン,[ʔu⸢saŋkuŋ]
ヌクン,ヌクン,[nu⸢kuŋ]
タイゲ,タイゲー,[⸢tai⸣geː]
ミミシャ,ミミジャー,[mi⸢mi⸣ʤaː]
ダイパー,ダイパー,[⸢dai⸣paː]
ウムカギ,ウムカギ,[ʔu⸢mu⸣kagi]
ッサアルン,ッサールン,[s⸢saːruŋ]
シキンナリ,シキンナリー,[⸣ʃikinnariː]
シタクリカアクリスン,シタクリカークリスン,[ʃi̥⸢ta⸣kurikaːkuri ⸢suŋ]
ンベールン,ンベールン,[ʔm⸢beːruŋ]
ウチフカ,ウチフカ,[ʔu⸢ʧi⸣ɸu̥ka]
ミイコオガア,ミーコーガー,[⸢miːkoː⸣gaː]
ウランタヤア,ウランタヤー,[ʔu⸢ranta⸣jaː]
ジーヌシ,ジーヌシ,[⸢ʤiː⸣nuʃi]
バアキ,バーキ,[⸢baː⸣ki]
タトウン,タトゥン,[⸣tḁtuŋ]
ウマ,ウマ,[⸣ʔuma]
ピジンダテイ,ピジンダティ,[pi⸢ʤindati]
パアムヌ,パームヌ,[⸢paː⸣munu]
トゥンザク,トゥンザク,[⸢tunʣa⸣ku]
ブンダアツサン,ブンダーッサン,[⸢bundaːs⸣saŋ]
ヌヤクイヤ,ヌーヤークイヤー,[⸢nuː⸣jaːkuijaː]
アシッサアン,アシッサーン,[ʔa⸢ʃissaː⸣ŋ]
ドゥナイスン,ドゥーナイスン,[⸢duː⸣nai ⸢suŋ]
トゥーナラスン,トゥーナラスン,[⸢tuː⸣ na⸢ra⸣suŋ]
ユカラスク,ユカラスク,[ju⸢karasu̥ku]
ヌスミ,ヌズミ,[nu⸢ʣumi]
トゥケエルン,ドゥゲールン,[du⸢geːruŋ]
カドー,カドー,[⸣kadoː]
ミキスン,ミーキスン,[⸢miː⸣ki̥suŋ]
サア,サー,[⸣saː]
ガアドウレエ,ガードゥレー,[⸢gaː⸣dureː]
カタッポ,カタッポー,[kḁ⸢tap⸣poː]
グブリイ,グブリー,[gu⸢bu⸣riː]
ヌウ,ヌー,[⸣nuː]
ヌビソッコ,ヌビソッコー,[nu⸢bisok⸣koː]
ヌクン,ヌグン,[⸣nuguŋ]
スウン,スーン,[⸢suːŋ]
マツクルウ,マックルー,[mak⸢kuruː]
アシトゥヌユー,アシトゥヌユー,[⸢ʔaʃitu⸣nu ⸣juː]
フカシクトゥ,フカシグトゥ,[⸣ɸu̥kaʃigutu]
パニツクルン,パニックルン,[pa⸢nik⸣kuruŋ]
ヌビカミ,ヌビーカーミー,[⸣nubiːkaːmiː]
カラマス,カラマース,[ka⸢ramaːsu]
アワリヌゴオカジ,アワリヌゴーカジ,[ʔa⸢wari⸣nu ⸢goːka⸣ʤi]
アキルトゥアアシ,アキルトゥアーシ,[ʔa⸢kirutuʔaː⸣ʃi]
シミブルン,シミブルン,[ʃi⸢mi⸣ buruŋ]
ヤマクフ,ヤマクブ,[ja⸢ma⸣kubu]
ナリプス,ナーリプス,[⸢naːri⸣pu̥su]
パガニムヌ,パガニムヌ,[pa⸢gani⸣munu]
バイカンガマ,バイカンガマ,[⸢baikaŋ⸣gama]
タンミ,タンミー,[⸢tammiː]
ミイヌタマ,ミーヌタマ,[⸢miːnu⸣ tama]
フッサールン,フッサールン,[⸢ɸussaː⸣ruŋ]
ミイヌシン,ミーヌシン,[⸢miːnu⸣ʃiŋ]
ソオキブニ,ソーキブニ,[⸢soːki⸣buni]
タツチユ,タッチュー,[⸢tat⸣ʧuː]
トルン,トールン,[⸢toː⸣ruŋ]
キラカラス,ギラガラス,[⸣giragarasu]
アトウサキ,アトゥサキ,[⸣ʔatusaki]
シムゴイ,シムゴイ,[ʃi⸢mugoi]
パカラサン,パカラーサン,[pḁ⸢karaː⸣saŋ]
ゾンタヤ,ゾーンターヤー,[⸣ʣoːntaːjaː]
バターマ,バターマ,[ba⸢taː⸣ma]
シンホオ,シンボー,[⸢ʃim⸣boː]
アンタヌズンズンヌフチ,アンタヌズンズンヌフチ,[⸢ʔantanu ʣunʣunnu⸣ ɸu̥⸢ʧi]
ミースカミ,ミースカミ,[⸢miː⸣sukami]
ソッコオグトゥ,ソッコーグトゥ,[⸢sokkoː⸣gutu]
バタスクムン,バタスクムン,[⸣bata su̥⸢ku⸣muŋ]
ピン,ピン,[⸣piŋ]
リヨーングブン,リョーングブン,[⸢rjoːŋgu⸣buŋ]
ピダヤー,ピダヤー,[pi⸢da⸣jaː]
フラクソオカイ,ブラクゾーカイ,[bu⸢rakuʣoːkai]
サジ,サジ,[⸣saʤi]
ンナタルガキ,ンーナタルガキ,[⸢ʔnːnatarugaki]
ホキルン,ボーキルン,[⸢boː⸣kiruŋ]
フシトウルン,フシトゥルン,[ɸu̥⸢ʃi⸣ turuŋ]
イラバリン,イラバリン,[ʔi⸢raba⸣riŋ]
ククシキルン,グクシキルン,[gu⸢kuʃiki⸣ruŋ]
ティヤニヤン,ティーヤニヤン,[⸢tiːjani⸣jaŋ]
ヤトウフチ,ヤドゥフチ,[ja⸢du⸣ɸu̥ʧi]
ヨオ,ヨー,[⸢joː]
クンピピル,クンピピル,[⸣kumpipiru]
ティダイキ,ティダイキ,[⸣tidaʔiki]
パニ,パニ,[pa⸢ni]
ビシルン,ビシルン,[bi⸢ʃiruŋ]
イリチガイ,イリチガイ,[ʔi⸢riʧigai]
サンバ,サンバ,[⸢sam⸣ba]
ユニドゥシ,ユニドゥシ,[ju⸢niduʃi]
スラスン,スーラスン,[⸢suːra⸣suŋ]
ミョタイ,ミョーダイ,[⸢mjoː⸣dai]
ティーヌマタ,ティーヌマタ,[⸢tiː⸣numata]
キリビラ,キリビラ,[ki⸢ri⸣bira]
キボオシ,キボーシ,[ki⸢boːʃi]
トゥジクマルン,トゥジクマルン,[tu⸢ʤikumaruŋ]
テイーシグトウ,ティーシグトゥ,[⸢tiːʃigu⸣tu]
ンザシミー,ンザシミー,[ʔn⸢ʣaʃi⸣miː]
ジイヌシ,ジーヌシ,[⸢ʤiː⸣nuʃi]
アラニバル,アーラニバル,[⸢ʔaːra⸣nibaru]
ヤキナイ,ヤーキナイ,[⸢jaː⸣kinai]
インドマミ,インドーマミ,[⸢ʔindoːmami]
ラ,ラ,[⸣ra]
トウンクイトウンクイ,トゥンクイトゥンクイ,[⸢tuŋkui tuŋkui]
スクスン,スクスン,[su̥⸢kusuŋ]
アツアン,アツァン,[ʔa⸢ʦa⸣ŋ]
ニビヤツサン,ニビヤッサン,[ni⸢bijas⸣saŋ]
ビーラー,ビーラー,[⸢biː⸣raː]
ズングニチシキ,ズングニチシキ,[⸢ʣuŋguniʧi⸣ʃi̥ki]
ヌヤ,ヌヤー,[⸣-nujaː]
ウヌタキ,ウヌタキ,[ʔu⸢nu⸣tḁki]
カタパムヌ,カタパームヌ,[kḁ⸢tapaː⸣munu]
ミハリ,ミーバリ,[⸢miː⸣bari]
カキ,カキ,[kḁ⸢ki]
ピキヌミー,ピキヌミー,[pi̥⸢kinu⸣ miː]
ッスミ,ッスミー,[s⸢su⸣miː]
カマイ,カマイ,[⸣kamai]
ナビウティフチ,ナビウティフチ,[na⸢biʔuti⸣ɸu̥ʧi]
ブガリノシ,ブガリノーシ,[bu⸢garinoː⸣ʃi]
シキウキトゥリウキ,シキウキトゥリウキ,[ʃi̥⸢kiʔuki⸣ tu⸢ri⸣ʔuki]
タイコー,タイコー,[⸢tai⸣koː]
ウブドウマル,ウブドゥマル,[ʔu⸢buduma⸣ru]
アシハ,アシバ,[ʔa⸢ʃi⸣ba]
スッカーヌビー,スッカーヌビー,[⸢sukkaː⸣nu ⸣biː]
バタッサルン,バタッサルン,[⸣bata ⸣ssaruŋ]
ビザアカリン,ビザーカリン,[bi⸢ʣaːkariŋ]
ユナテヌイスヌヤ,ユナデヌイズヌヤー,[ju⸢na⸣denu ʔi⸢ʣunu⸣jaː]
オーヌッス,オーヌッス,[⸢ʔoː⸣nussu]
ドーング,ドーング,[⸢doːŋ⸣gu]
アギゾー,アギゾー,[ʔa⸢giʣoː]
ビダアカスン,ビダーカスン,[bi⸢daːkasuŋ]
タンキ,タンキ,[⸢taŋki]
ヒイヤサ,ヒーヤサ,[⸢çiːja⸣sa]
ウイシキルン,ウイシキルン,[⸢ʔuiʃikiruŋ]
プスッシウイビ,プスッシウイビ,[pu̥⸢suʃʃiʔui⸣bi]
スガル,スガル,[su⸢ga⸣ru]
ティヌガンマリ,ティーヌガンマリ,[⸢tiː⸣nu ⸢gam⸣mari]
ヌーユンサー,ヌーユンサー,[⸢nuː⸣junsaː]
ニブン,ニブン,[ni⸢buŋ]
ウスバスン,ウスバスン,[ʔu⸢subasuŋ]
ヤラビンケ,ヤラビンケー,[ja⸢ra⸣biŋkeː]
トウラ,トゥラ,[tu⸢ra]
イチテイ,イチティ,[ʔi⸢ʧi⸣ti]
マーツン,マーツン,[⸢maː⸣ʦuŋ]
ソオキリムヌ,ソーキリムヌ,[⸢soːkiri⸣munu]
キムナガーン,キムナガーン,[ki⸢munagaː⸣ŋ]
トーバン,トーバン,[⸢toːbaŋ]
アシゥカリムヌ,アシゥカリムヌ,[⸢ʔasï̥kari⸣munu]
カヨーリン,カヨーリン,[ka⸢joːriŋ]
フクラベエ,フクラベー,[ɸu̥⸢kura⸣beː]
グンゴパナ,グンゴーパナ,[⸢guŋgoː⸣pana]
ユクン,ユクーン,[⸣jukuːŋ]
ウンヌパズシ,ウンヌパーズーシ,[⸢ʔunnu⸣paːʣuːʃi]
パヤル,パヤール,[pa⸢jaː⸣ru]
ヌカアスン,ヌカースン,[nu⸢kaː⸣suŋ]
パタキトウナル,パタキトゥナル,[pḁ⸢takituna⸣ru]
ウンチュ,ウンチュー,[⸢ʔun⸣ʧuː]
トオフヌイラキムヌ,トーフヌイラキムヌ,[⸢toːɸu⸣nu ʔiraki⸣munu]
アタラサワレー,アタラサワレー,[ʔa⸢tara⸣sawareː]
アタハシキ,アタバシキ,[ʔa⸢tabaʃi̥ki]
ピサンタア,ピサンター,[⸣pi̥santaː]
イバイ,イバイ,[ʔi⸢bai]
ワウワウシ,ワウワウシ,[⸢wauwau⸣si]
キフタ,キーフタ,[⸢kiː⸣ɸu̥ta]
ガアガ,ガーガ,[⸢gaː⸣ga]
インヌバタ,インヌバタ,[⸢ʔin⸣nu bata]
ココシ,コーコーシ,[⸢koːkoː⸣ʃi]
シイヌアアルン,シーヌアールン,[⸢ʃiːnu ʔaːruŋ]
イゴオジ,イゴージ,[ʔi⸢goː⸣ʤi]
ミイアティ,ミーアティ,[⸢miː⸣ʔati]
ランボームヌ,ランボームヌ,[⸢ramboː⸣munu]
ウマシウカツテイカマシウカツテイ,ウマシゥカッティカマシゥカッティ,[ʔu⸢masï̥katti⸣ ka⸢masï̥kat⸣ti]
ミジラシスコニ,ミジラシスコーニ,[mi⸢ʤira⸣ʃisu̥koːni]
バタ,バタ,[⸣bata]
フコ,フコー,[ɸu̥⸢koː]
カツピキシク,カツピギシーグ,[kḁ⸢ʦupigiʃiː⸣gu]
サキカミ,サキカミ,[sḁ⸢kikami]
ミシーミシ,ミシーミシ,[miʃiː⸢miʃi]
ウビナ,ウビナー,[ʔu⸢bi⸣naː]
ナ,ナー,[⸣naː]
クバスン,クバスン,[ku⸢ba⸣suŋ]
バカ,バカ,[⸣baka-]
キビッサン,キビッサン,[ki⸢bis⸣saŋ]
ミースジル,ミースジル,[⸢miːsu⸣ʤiru]
メクムニ,メークムニ,[⸢meːkumuni]
ノオシ,ノージ,[⸢noː⸣ʤi]
トゥンカラスン,トゥンガラスン,[⸢tuŋgara⸣suŋ]
マーギラ,マーギラ,[⸢maːgira]
アカア,アガー,[ʔa⸢ga⸣ː]
ソームニ,ソームニ,[⸢soːmuni]
アグダーマ,アグダーマ,[ʔagu⸢daː⸣ma]
ナーラスン,ナーラスン,[⸢naːrasuŋ]
ギシ,ギシ,[⸣giʃi]
タニブッター,タニブッター,[⸣tanibuttaː]
トゥバシプー,トゥバシプー,[tu⸢baʃipuː]
スミルン,スミルン,[su⸢miruŋ]
パラー,パラー,[⸣paraː]
パウン,パウン,[⸢pauŋ]
ガッケ,ガッケ,[⸢gak⸣ke]
ッサラスン,ッサラスン,[⸣ssarasuŋ]
スシ,スシ,[⸣suʃi]
ミチナカーラ,ミチナカーラ,[mi⸢ʧinakaː⸣ra]
トゥクビチ,トゥクビチ,[tu̥⸢kubiʧi]
マドウヌムヌ,マドゥヌムヌ,[ma⸢dunu⸣munu]
フユー,フユー,[⸣ɸujuː]
ピナサキ,ピーナーサキ,[⸢piːnaːsaki]
パチングヮチシキ,パチングヮチシキ,[pḁ⸢ʧiŋgwaʧi⸣ʃi̥ki]
キムフクレン,キムフクレーン,[ki⸢muɸu̥ku⸣reːŋ]
ニビヤツサン,ニビヤッサン,[ni⸢bijas⸣saŋ]
トゥナルキンズ,トゥナルキンズ,[tu⸢narukinʣu]
ッスル,ッスル,[s⸢suru]
ソオ,ソー,[⸢soː]
ギリギリヤア,ギリギリヤー,[gi⸢rigiri⸣jaː]
パツァグミ,パツァグミ,[pḁ⸢ʦa⸣gumi]
タテイフダ,タティフダ,[tḁ⸢ti⸣ɸuda]
ヌウシタムン,ヌーシタムン,[⸣nuːʃi̥ta ⸣muŋ]
イチダイ,イチダイ,[⸣ʔiʧidai]
シミツカアラスン,シミッカーラスン,[ʃi⸢mikkaːra⸣suŋ]
タイワンハサ,タイワンバサ,[⸢taiwam⸣basa]
チニヒージー,チニヒージー,[⸣ʧiniçiːʤiː]
サキッツァスン,サキッツァースン,[sḁ⸢kitʦaː⸣suŋ]
ウン,ウーン,[⸣ʔuːŋ]
グンガチ,グンガチ,[⸢guŋga⸣ʧi]
サキルン,サギルン,[sa⸢gi⸣ruŋ]
ビラ,ビーラー,[⸢biː⸣raː]
ナシゥカサン,ナシゥカサン,[⸢nasi̥ka⸣saŋ]
シイ,シー,[⸣ʃiː]
マーサ,マーサ,[⸢maː⸣sa]
アイスカ,アイスーカー,[⸣ʔai ⸢suː⸣kaː]
ナシユースン,ナシユースン,[na⸢ʃijuː⸣suŋ]
タキドゥンムニ,タキドゥンムニ,[tḁ⸢ki⸣dummuni]
キパチムヌ,キーパチムヌ,[⸢kiːpaʧi⸣munu]
タケーラ,タケーラ,[tḁ⸢keːra]
パーカウワン,パーカウワン,[⸢paːkau⸣waŋ]
ピイジミ,ピージミ,[⸢piː⸣ʤimi]
パナーリルン,パナーリルン,[pa⸢naːri⸣ruŋ]
サアリミジ,サーリミジ,[⸢saːrimiʤi]
ピツツアスン,ピッツァスン,[⸢pitʦa⸣suŋ]
カジゴイ,カジゴイ,[ka⸢ʤigoi]
アババ,アババー,[ʔa⸢babaː⸣]
タマリムヌ,ダマリムヌ,[da⸢mari⸣munu]
ゾオシキヌニンガイ,ゾーシキヌニンガイ,[⸢ʣoːsiki⸣nu ⸢niŋ⸣gai]
ツォ,ツォー,[⸢ʦoː]
ナンゲエナルン,ナンゲーナルン,[⸣naŋgeː ⸣naruŋ]
アザバンユーゾーナーヌ,アザバンユーゾーナーヌ,[ʔa⸢ʣabaŋ juː⸣ʣoː ⸢naː⸣nu]
ヤアムチナリ,ヤームチナリ,[⸢jaːmuʧi⸣nari]
ネーザラコーザラ,ネーザラコーザラ,[⸢neː⸣ʣarakoːʣara]
ムカシユー,ムカシユー,[mu⸢ka⸣ʃijuː]
ニンヌシー,ニンヌシー,[⸢ninnu⸣ ʃiː]
シニンガター,シニンガター,[ʃi⸢niŋgataː]
ナシビ,ナーシビー,[⸢naːʃibiː]
ウマヌマアラア,ウマヌマーラー,[ʔu⸢ma⸣nu ⸣maːraː]
メラビンケ,メーラビンケー,[⸢meːra⸣biŋkeː]
トゥ,ドゥー,[⸣duː]
カタムン,カタムン,[kḁ⸢ta⸣muŋ]
ナシアトゥ,ナシアトゥ,[na⸢ʃi⸣ʔatu]
クトゥプス,クトゥプス,[ku̥⸢tu⸣pu̥su]
パニッケールン,パニッケールン,[pa⸢nikkeː⸣ruŋ]
パナヤカ,パナヤカ,[pa⸢naja⸣ka]
ヌビ,ヌビ,[⸣nubi]
プサッキャー,プサッキャー,[pu̥⸢sak⸣kjaː]
ナリヌムヌ,ナリヌムヌ,[na⸢ri⸣nu ⸣munu]
ソオミチ,ソーミチ,[⸢soːmiʧi]
ピル,ピル,[⸣piru]
ガマジヌアバ,ガマジヌアバ,[ga⸢maʤi⸣nu ⸣ʔaba]
トゥリドゥクル,トゥリドゥクル,[tu⸢riduku⸣ru]
イシミカニミ,イシミーカニミー,[ʔi⸢ʃimiː⸣ ka⸢nimiː]
ジイクサイ,ジークサイ,[⸢ʤiː⸣kusai]
グダランケエリ,グダランケーリ,[gu⸢daraŋkeː⸣ri]
ウキウーン,ウキウーン,[ʔu⸢ki⸣ʔuːŋ]
ミバカスン,ミーバカスン,[⸢miːbaka⸣suŋ]
ピシーピシー,ピシーピシー,[pi̥⸢ʃiːpiʃiː]
ピダリウチマアシ,ピダリウチマーシ,[pi⸢dariʔuʧimaː⸣ʃi]
シベーピーチ,シベーピーチ,[ʃi⸢beː piː⸣ʧi]
クバイゾオ,クバイゾー,[⸣kubaiʣoː]
スイザシコヤク,スイザシコーヤク,[⸢suiʣaʃikoːjaku]
マナマプス,マナマプス,[ma⸢na⸣mapu̥su]
リヨーバアヌキル,リョーバーヌキル,[⸢rjoːbaːnukiru]
ベエタア,ベーター,[⸢beːtaː]
トウドウミルン,トゥドゥミルン,[tu⸢dumiruŋ]
ウヌマアラ,ウヌマーラ,[ʔu⸢numaːra]
ビーナビ,ビーナビ,[⸣biːnabi]
ッスミマースン,ッスミマースン,[s⸢sumi maː⸣suŋ]
パク,パーク,[⸢paː⸣ku]
ムチアギルン,ムチアギルン,[mu⸢ʧiʔagi⸣ruŋ]
ピツキ,ピッキ,[⸢pik⸣ki]
ウヒ,ウビ,[⸣ʔubi]
ナアポオキ,ナーポーキ,[⸢naːpoː⸣ki]
ミシフミ,ミジフミ,[mi⸢ʤiɸumi]
スブシピサウシツトスン,スブシピサウシットースン,[su⸢buʃipi̥sa⸣ ʔu⸢ʃittoːsuŋ]
ドゥーカンガイ,ドゥーカンガイ,[⸣duːkaŋgai]
トウサ,トゥーサ,[⸢tuːsa]
ティンマー,ティンマー,[⸣timmaː]
バキラリン,バキラリン,[ba⸢kira⸣riŋ]
ニーシムン,ニーシムン,[⸣niː ʃi⸢muŋ]
タタックン,タタックン,[tḁ⸢tak⸣kuŋ]
シテイポオルン,シティポールン,[ʃi̥⸢tipoːruŋ]
ニラ,ニーラ,[⸣niːra]
ズーシ,ズーシ,[⸢ʣuː⸣ʃi]
パナカカー,パナカカー,[pa⸢nakakaː]
パタツクン,パタックン,[pḁ⸢takkuŋ]
カサンパーフタ,カサンパーフタ,[kḁ⸢sam⸣paːɸu̥ta]
ウムーン,ウムーン,[⸣ʔumuːŋ]
ツスンナアマ,ッスンナーマ,[ssun⸢naː⸣ma]
イモチビヨー,イモチビョー,[ʔi⸢moʧi⸣bjoː]
アッスン,アーッスン,[⸢ʔaː⸣ssuŋ]
ハイジョー,ハイジョー,[⸢haiʤoː]
プスルミドウナア,プスルミドゥナー,[pu̥⸢surumidu⸣naː]
ピキクマルン,ピキクマルン,[pi̥⸢kikumaruŋ]
カンカンシ,ガンカンシ,[⸢gaŋkaŋ⸣ʃi]
スクン,スクン,[⸣su̥kuŋ]
テイマアカカルン,ティマーカカルン,[⸣timaː kḁ⸢ka⸣ruŋ]
ナナシキ,ナナシキ,[na⸢na⸣ʃi̥ki]
パナギ,パナギー,[pa⸢nagiː]
ナマンダノオシ,ナマンダノーシ,[na⸢mandanoːʃi]
ナラシナムヌ,ナラーシナムヌ,[na⸢raːʃi⸣na ⸣munu]
パンヌウトゥ,パンヌウトゥ,[⸢pan⸣nu ʔu⸢tu]
ヌサラ,ヌーサラ,[nuː⸢sara]
ナツアガスン,ナツァガスン,[na⸢ʦagasuŋ]
ユルクブン,ユルクブン,[ju⸢ru⸣kubuŋ]
マチキー,マチキー,[⸣maʧikiː]
メエコンザ,メーコンザ,[⸢meːkon⸣ʣa]
ヤラザイルン,ヤラザイルン,[ja⸢raʣairuŋ]
ムノオッふァイヤアティルノオンナル,ムノーッふァイヤーティルノーンナル,[⸣munoː f⸢faijaː⸣tiru noː⸢n⸣naru]
トゥンクイトゥンクイ,トゥンクイトゥンクイ,[⸢tuŋkui tuŋkui]
パヤナイ,パヤナイ,[pa⸢ja⸣nai]
ンナアニ,ンナーニ,[⸢-nnaː⸣ni]
シタクリカークリスン,シタクリカークリスン,[ʃi̥⸢ta⸣kurikaːkuri ⸢suŋ]
クマークマ,クマークマ,[ku⸢maːkuma]
シムル,シムル,[ʃi⸢muru]
ユクミチ,ユクミチ,[ju⸢kumiʧi]
カラカスン,カーラカスン,[⸢kaːrakasuŋ]
ゴンコンシ,ゴンコンシ,[⸢goŋkoŋ⸣ʃi]
パリスギルン,パリスギルン,[pa⸢risugi⸣ruŋ]
ウズンクン,ウズンクン,[ʔu⸢ʣuŋ⸣kuŋ]
ミパタツクン,ミーパタックン,[⸣miː pḁ⸢takkuŋ]
ミイスシル,ミースジル,[⸢miːsu⸣ʤiru]
クク,クク,[⸣ku̥ku]
ピキスー,ピキスー,[pi̥⸢kisuː]
